Step,Heads Pruned,Time_AE_sec,Time_Random_sec,Time_AE_Inverse_sec
61,61,3.21871597901918,3.227206312003545,3.212337943026796
62,62,3.213548419007566,3.221550254995236,3.193154833978042
63,63,3.2007610900036525,3.2070783200033475,3.1843962279963307
64,64,3.1967419540160336,3.200827311986359,3.1758867129974533
65,65,3.1844104070041794,3.1828586680057924,3.1634595159848686
66,66,3.1649533700256143,3.181354898988502,3.1615814619872253
67,67,3.1589261699991766,3.168511074007256,3.1408864310069475
68,68,3.1531507229956333,3.158751940994989,3.124796054995386
69,69,3.1317108559887856,3.249257129995385,3.121440952003468
70,70,3.121562494983664,3.1406491569941863,3.101400724000996
71,71,3.113669087004382,3.131706626008963,3.103618886991171
72,72,3.1040758460003417,3.128867106017424,3.1835429900093004
73,73,3.20439351600362,3.105559475981863,3.0900652940035798
74,74,3.0898388770001475,3.097649455012288,3.072172916989075
75,75,3.0847973430063576,3.091069489018992,3.0719311779830605
76,76,3.0719635290151928,3.084188159002224,3.0590890720195603
77,77,3.052319351991173,3.070491790975211,3.058516570017673
78,78,3.041381201997865,3.065064149996033,3.044947668007808
79,79,3.036232394981198,3.0533767199958675,3.0473782990011387
80,80,3.0288325370056555,3.040947172994493,3.0287944200099446
81,81,3.013830964977388,3.031256790010957,3.0171666250098497
82,82,2.995112918986706,3.024632146989461,3.008450432011159
83,83,2.9909622650011443,3.018077600980177,2.989568559016334
84,84,2.990190609998536,3.012364883004921,2.9863250560010783
85,85,2.9870737429882865,2.9974062139808666,2.9726394239987712
86,86,2.9761272489849944,2.9886293209856376,2.9663311100157443
87,87,2.9635137590230443,3.1070817860018,2.9568959879979957
88,88,2.945948449021671,2.9826848600059748,2.9498802529997192
89,89,2.945631705020787,2.959721317020012,3.03322912400472
90,90,2.933216970996,2.9551787770178635,2.926132502994733
91,91,3.021278639993397,2.947206722019473,2.9157938059943262
92,92,2.92987824298325,2.929774663993157,2.9145250959845725
93,93,2.9225396089896094,2.915423610014841,2.907647530984832
94,94,2.91205816398724,2.914777754980605,2.8965382970054634
95,95,2.8906318490044214,2.895905605982989,2.8773010940058157
96,96,2.8812472020217683,2.8911367729888298,2.8718363040243275
97,97,2.860569548996864,2.88722274499014,2.866304693015991
98,98,2.857506344007561,2.878545273997588,2.8655056600109674
99,99,2.8418486430018675,2.864525253971806,2.8493062519992236
100,100,2.8458616489951964,2.8368627119925804,2.841669892979553
101,101,2.8272657959896605,2.832795558992075,2.8370770049805287
102,102,2.8139970710035414,2.828056469996227,2.8130574140232056
103,103,2.8043216149962973,2.8346628440194763,2.7991601310204715
104,104,2.8016915019834414,2.911591173004126,2.7934498520044144
105,105,2.803897579986369,2.796598829998402,2.7745015069958754
106,106,2.790324895002413,2.7938988539972343,2.8601347869844176
107,107,2.7881326279893983,2.7717340029776096,2.758382267988054
108,108,2.8366044190188404,2.7618786040111445,2.749949083023239
109,109,2.7537579530035146,2.761713737010723,2.736672772007296
110,110,2.74110412801383,2.750443244003691,2.7297225880029146
111,111,2.729973131994484,2.7314361780008767,2.7251350299920887
112,112,2.721316223993199,2.71958679301315,2.721364459983306
113,113,2.7182763729942963,2.714419710013317,2.7084347250056453
114,114,2.6937083009979688,2.7069086710107517,2.7122280499897897
115,115,2.6847689730057027,2.697422914003255,2.688136298995232
116,116,2.679334633983672,2.6892225350020453,2.6800582359719556
117,117,2.6621880040038377,2.6708488799922634,2.6838209470151924
118,118,2.6598020090023056,2.654815085988957,2.6666311619919725
119,119,2.670059172000037,2.6611185670190025,2.6413388439978007
120,120,2.6591555630147923,2.654310780024389,2.632308758998988
121,121,2.625440103991423,2.732561489014188,2.624841351993382
122,122,2.6334157919918653,2.637655430997256,2.613074010994751
123,123,2.621088439016603,2.612475143017946,2.7354183699935675
124,124,2.596059204981429,2.595599060994573,2.593293354002526
125,125,2.667916280013742,2.5973715060099494,2.5929831730027217
126,126,2.583790564996889,2.5811676860030275,2.5767643930157647
127,127,2.558160798012977,2.5799641759949736,2.570539437001571
128,128,2.5572654450079426,2.563580234011169,2.5553644319879822
129,129,2.5445979929936584,2.5465033300279174,2.5437503030116204
130,130,2.534036875003949,2.5360369730042294,2.526202270993963
131,131,2.533787543012295,2.523802897980204,2.5242795200028922
132,132,2.5169476169976406,2.523318752006162,2.513721246010391
133,133,2.5110839380067773,2.507498860009946,2.4996927100000903
134,134,2.506568536977284,2.492988026991952,2.4929884879966266
135,135,2.481541154993465,2.486107185977744,2.488589206011966
136,136,2.4740980740170926,2.477801456989255,2.4726698670128826
137,137,2.47244879900245,2.460508553980617,2.469627037004102
138,138,2.4471835160220508,2.533692094002617,2.45412631900399
139,139,2.437345024984097,2.4511556389916223,2.4436539860034827
140,140,2.4326030329975765,2.446176414989168,2.5335840889893007
141,141,2.433142971014604,2.4285362549999263,2.4246734420012217
142,142,2.4808702930167783,2.415164734993596,2.4035553880094085
143,143,2.4041634919994976,2.398844006995205,2.390691489010351
144,144,2.386386161990231,2.3966479079972487,2.379588865005644
