Step,Heads Pruned,Time_AE_sec,Time_Random_sec
104,104,2.7981111560366116,2.8059477059869096
105,105,2.8007975880173035,2.7890691680077
106,106,2.8758868029690348,2.771605931018712
107,107,2.774226522014942,2.7779344659938943
108,108,2.7619122150354087,2.762577154004248
109,109,2.7580486179795116,2.7596249869966414
110,110,2.745549949002452,2.737682460981887
111,111,2.7340696370229125,2.735684680985287
112,112,2.7295319690019824,2.718502259987872
113,113,2.7104588769725524,2.7041927549871616
114,114,2.7017979189986363,2.705111963994568
115,115,2.690556933055632,2.6875040869927034
116,116,2.67996292602038,2.681693960010307
117,117,2.6685830680071376,2.663768083002651
118,118,2.6634142080438323,2.740058809024049
119,119,2.650572735001333,2.65230822598096
120,120,2.634530592011288,2.6307689679961186
121,121,2.622369388991501,2.620286323013715
122,122,2.6050853860215284,2.61285042000236
123,123,2.694469379959628,2.606118679017527
124,124,2.5959618170163594,2.601790581975365
125,125,2.5837005189969204,2.5873825419985224
126,126,2.566275383986067,2.5724117390054744
127,127,2.5645573749789037,2.568802769004833
128,128,2.550544658966828,2.556491712020943
129,129,2.542179927986581,2.538969274988631
130,130,2.5371418410213664,2.5303044700121973
131,131,2.5314688079524785,2.523582200985402
132,132,2.524380596005358,2.511463481001556
133,133,2.4970771159860305,2.504764331999468
134,134,2.496234469988849,2.48521576600615
135,135,2.4800956639810465,2.558992390986532
136,136,2.474806433019694,2.4565505779755767
137,137,2.462252924044151,2.4529697120015044
138,138,2.446702502958942,2.4391302299918607
139,139,2.438647466013208,2.440641714987578
140,140,2.514895076979883,2.41783378800028
141,141,2.415225326025393,2.415485586010618
142,142,2.403354876034427,2.4058222780004144
143,143,2.3998347299639136,2.393405804003123
144,144,2.382535894983448,2.3755832680035383
