Heads Pruned,Accuracy_Product,Accuracy_Sum,Accuracy_Max
122,0.7775229357798165,0.7717889908256881,0.75
123,0.7798165137614679,0.7660550458715596,0.7477064220183486
124,0.7775229357798165,0.7580275229357798,0.7408256880733946
125,0.7786697247706422,0.7522935779816514,0.7408256880733946
126,0.7740825688073395,0.7603211009174312,0.7408256880733946
127,0.7649082568807339,0.7522935779816514,0.7350917431192661
128,0.768348623853211,0.7442660550458715,0.7603211009174312
129,0.7580275229357798,0.7454128440366973,0.7442660550458715
130,0.7534403669724771,0.7350917431192661,0.75
131,0.7465596330275229,0.7327981651376146,0.7454128440366973
132,0.7477064220183486,0.7224770642201835,0.7442660550458715
133,0.7408256880733946,0.7190366972477065,0.7442660550458715
134,0.7362385321100917,0.7018348623853211,0.7419724770642202
135,0.7270642201834863,0.6961009174311926,0.7385321100917431
136,0.6915137614678899,0.6628440366972477,0.7362385321100917
137,0.6720183486238532,0.6720183486238532,0.7259174311926605
138,0.7110091743119266,0.7110091743119266,0.7224770642201835
139,0.6903669724770642,0.6720183486238532,0.7385321100917431
140,0.7121559633027523,0.6422018348623854,0.7385321100917431
141,0.5630733944954128,0.5458715596330275,0.6995412844036697
142,0.5194954128440367,0.5412844036697247,0.5527522935779816
143,0.5091743119266054,0.5091743119266054,0.5091743119266054
144,0.5091743119266054,0.5091743119266054,0.5091743119266054
