Heads Pruned,Accuracy_Product,Accuracy_Sum,Accuracy_Max
46,0.8248599083036169,0.819969434538971,0.8220071319409068
47,0.8247580234335201,0.8203769740193582,0.8192562404482935
48,0.8223127865511971,0.8189505858380031,0.8211920529801324
49,0.8203769740193582,0.819460010188487,0.819460010188487
50,0.8218033622007132,0.8178298522669384,0.8203769740193582
51,0.82190524707081,0.8182373917473256,0.8197656647987773
52,0.8215995924605196,0.8185430463576159,0.8176260825267447
53,0.82190524707081,0.817524197656648,0.8161996943453897
54,0.8208863983698421,0.8160978094752929,0.8138563423331635
55,0.8168110035659705,0.81365257259297,0.8155883851248089
56,0.8164034640855833,0.8139582272032603,0.8117167600611309
57,0.8174223127865512,0.8120224146714213,0.808762098828324
58,0.8169128884360672,0.8114111054508405,0.808762098828324
59,0.8151808456444218,0.8113092205807437,0.8075394803871625
60,0.8119205298013245,0.8089658685685176,0.804890473764646
61,0.8123280692817116,0.8076413652572593,0.7969434538970963
62,0.8099847172694855,0.8061130922058074,0.7959246051961284
63,0.8083545593479369,0.804890473764646,0.7964340295466124
64,0.8072338257768721,0.8053998981151299,0.7943963321446765
65,0.8079470198675497,0.8028527763627101,0.7946001018848701
66,0.806316861946001,0.8025471217524197,0.7869587366276108
67,0.801018848700968,0.7986754966887417,0.786856851757514
68,0.8021395822720326,0.7990830361691289,0.7869587366276108
69,0.8016301579215487,0.7960264900662252,0.784921039225675
70,0.7981660723382578,0.7689251146204789,0.7838003056546103
71,0.7954151808456444,0.7680081507896077,0.7817626082526745
72,0.7943963321446765,0.7662761079979623,0.7812531839021906
73,0.7953132959755477,0.7672949566989302,0.7802343352012227
74,0.7918492103922568,0.7628120224146714,0.7818644931227713
75,0.7899133978604177,0.7565970453387671,0.7775853285787061
76,0.7870606214977076,0.7583290881304127,0.7759551706571575
77,0.7842078451349974,0.758634742740703,0.7478349465104432
78,0.7845134997452878,0.7565970453387671,0.7481406011207336
79,0.7826795720835455,0.7505858380030566,0.7477330616403464
80,0.779521141110545,0.74793683138054,0.746001018848701
81,0.7782985226693836,0.742129393785023,0.7478349465104432
82,0.7754457463066735,0.7348955680081508,0.7452878247580235
83,0.7763627101375445,0.7356087620988283,0.7443708609271523
84,0.7758532857870606,0.7349974528782476,0.745491594498217
85,0.7724910850738665,0.7340804890473764,0.7426388181355069
86,0.7734080489047377,0.7339786041772797,0.7433520122261844
87,0.7728986245542537,0.7271523178807947,0.7413143148242486
88,0.7692307692307693,0.7246051961283749,0.7374426897605706
89,0.7573102394294448,0.7191034131431483,0.714314824248599
90,0.7491594498217015,0.7178807947019867,0.7092205807437596
91,0.7469179826795721,0.7163525216505349,0.7102394294447275
92,0.7468160978094753,0.7156393275598574,0.7024961793173714
93,0.7368313805399899,0.714824248599083,0.6993377483443709
94,0.736220071319409,0.7110545084055018,0.6547121752419766
95,0.7303107488537952,0.7054508405501783,0.6490066225165563
96,0.7269485481406012,0.7017829852266938,0.6412633723892002
97,0.7242995415180845,0.6838512480896587,0.6367804381049414
98,0.6820173204279164,0.6790626591951096,0.6251655629139072
99,0.6792664289353031,0.671523178807947,0.6220071319409067
100,0.6735608762098828,0.6743759551706572,0.614569536423841
101,0.6677534386143658,0.6574630667345899,0.6072338257768721
102,0.6610290371879776,0.6549159449821701,0.5985736118186449
103,0.6548140601120733,0.6522669383596535,0.5911360163015792
104,0.6503311258278146,0.6485990830361691,0.5959246051961283
105,0.648700967906266,0.6461538461538462,0.5948038716250637
106,0.6125318390219052,0.6425878757004585,0.5903209373408049
107,0.6079470198675496,0.6422822210901681,0.5633214467651554
108,0.5784004075394804,0.6334182373917473,0.5580234335201223
109,0.5735099337748344,0.6016301579215486,0.5502801833927662
110,0.5748344370860927,0.5905247070809985,0.5562913907284768
111,0.5836984207845135,0.590728476821192,0.551808456444218
112,0.5895058583800306,0.5887926642893531,0.544065206316862
113,0.5273560876209883,0.5827814569536424,0.5645440652063168
114,0.5161487519103413,0.5925624044829343,0.5638308711156393
115,0.48110035659704536,0.5878757004584819,0.567906265919511
116,0.47651553744268976,0.5815588385124809,0.5628120224146714
117,0.46602139582272034,0.5750382068262863,0.5290881304126337
118,0.4534895568008151,0.571268466632705,0.5577177789098319
119,0.4436067244014264,0.5399898115129903,0.5504839531329597
120,0.44268976057055526,0.5432501273560876,0.5409067753438614
121,0.44605196128374935,0.5449821701477331,0.5343861436576668
122,0.441365257259297,0.4829342842587876,0.5452878247580234
123,0.4214977075904228,0.47233825776872135,0.47274579724910853
124,0.42292409577177786,0.4655119714722364,0.4600101884870097
125,0.42139582272032605,0.46133469179826797,0.45471217524197655
126,0.4086602139582272,0.44381049414162,0.4512480896586857
127,0.40489047376464593,0.45705552725420273,0.4453387671930718
128,0.4280183392766174,0.45134997452878245,0.43066734589913397
129,0.41151299032093736,0.4293428425878757,0.43779928680590935
130,0.40672440142638816,0.4130412633723892,0.4295466123280693
131,0.3888945491594498,0.4121242995415181,0.40835455934793685
132,0.39072847682119205,0.40611309220580744,0.4066225165562914
133,0.3889964340295466,0.3892002037697402,0.40285277636271016
134,0.37666836474783494,0.38838512480896586,0.3872643912379012
135,0.3901171676006113,0.38757004584819155,0.3763627101375446
136,0.36362710137544574,0.3890983188996434,0.3946001018848701
137,0.33774834437086093,0.36148751910341315,0.3652572592969944
138,0.32460519612837496,0.35588385124808963,0.36271013754457465
139,0.3222618441161488,0.3475292919001528,0.3478349465104432
140,0.32236372898624555,0.34885379521141113,0.3451859398879266
141,0.32603158430973,0.34651044319918495,0.31818644931227713
142,0.3226693835965359,0.3453897096281202,0.31798267957208354
143,0.32358634742740705,0.30178298522669383,0.33397860417727965
144,0.3273560876209883,0.3273560876209883,0.3273560876209883
