Step,Heads Pruned,Time_Gnorm_sec,Time_Taylor_sec,Time_Attr_sec
81,81,8.293709966936149,1.12501118297223,7.185776607017033
82,82,8.264983962057158,1.1216744319535792,7.160067934077233
83,83,8.234740271931514,1.1237522159935907,7.152748690103181
84,84,8.225265266024508,1.1167511109961197,7.1076941509963945
85,85,8.20288267196156,1.1232469640672207,7.083085587946698
86,86,8.182650238042697,1.1066380949923769,7.068233421072364
87,87,8.205797025933862,1.1089970209868625,7.032493469072506
88,88,8.141405571019277,1.1043451669393107,7.035454227006994
89,89,8.128988750046119,1.1110287229530513,7.003111218917184
90,90,8.099133932963014,1.1007247229572386,6.9893778880359605
91,91,8.059678156976588,1.0912967879557982,6.959783933940344
92,92,8.032626669970341,1.0984060550108552,6.9451460430864245
93,93,7.996409668936394,1.0960578989470378,6.906448673107661
94,94,7.956907844054513,1.0945596620440483,6.891084014903754
95,95,7.936304838047363,1.0848299500066787,6.872807801933959
96,96,7.956491631921381,1.0796744440449402,6.843685511965305
97,97,7.906918609980494,1.0850825610104948,6.820541171939112
98,98,7.890246954979375,1.0766419660067186,6.806158798979595
99,99,7.850046663079411,1.07231850491371,6.778553514042869
100,100,7.83402235689573,1.0684187710285187,6.74838127696421
101,101,7.816947542014532,1.0720934639684856,6.730197103926912
102,102,7.798041555099189,1.054926704033278,6.703978444100358
103,103,7.764614505926147,1.0584885919233784,6.679244167986326
104,104,7.79027358291205,1.0539399139815941,6.648495030938648
105,105,7.697545075905509,1.0571405939990655,6.633226980920881
106,106,7.681441770051606,1.043061697972007,6.612255143001676
107,107,7.633897181949578,1.1358239270048216,6.603050525998697
108,108,7.613676336011849,1.0391358230262995,6.56999210990034
109,109,7.583885104977526,1.028951080981642,6.544960250030272
110,110,7.569842500961386,1.0239809210179374,6.534097058931366
111,111,7.550346120027825,1.034000996965915,6.5061053839745
112,112,7.521566741983406,1.025506098056212,6.498781742993742
113,113,7.544802728109062,1.018892903928645,6.469025412923656
114,114,7.460892944945954,1.0075341910123825,6.42515494406689
115,115,7.44716174993664,1.0062424939824268,6.426131688058376
116,116,7.424069307977334,1.012405160930939,6.476818380062468
117,117,7.381474304012954,0.9953024929855019,6.380175858968869
118,118,7.358177223941311,0.9829247900051996,6.350721994997002
119,119,7.3240402900846675,0.9866112630115822,6.332490112981759
120,120,7.290877185994759,0.9789802370360121,6.303460572031327
121,121,7.254593604942784,0.983636582037434,6.282291680108756
122,122,7.269899227074347,0.9799413619330153,6.338484872016124
123,123,7.213884391007014,0.973334769019857,6.23934583296068
124,124,7.200518243946135,0.966838437016122,6.180598100996576
125,125,7.170824602013454,0.9632270220899954,6.161686063045636
126,126,7.140806113020517,0.9540365800494328,6.14736553397961
127,127,7.1161047969944775,0.9501312329666689,6.116658039041795
128,128,7.083345085033216,0.9577765360008925,6.084540651994757
129,129,7.067283210926689,0.9440824720077217,6.0602813239675015
130,130,7.1067800029413775,0.9420844969572499,6.0365912889828905
131,131,6.9473149260738865,0.9522484199842438,5.980015997076407
132,132,6.934525636024773,0.9419786600628868,5.945266071008518
133,133,6.911642616032623,0.9276081490097567,5.9146847379161045
134,134,6.851801256998442,0.9308601409429684,5.864700076985173
135,135,6.818900489946827,0.9216678170487285,5.830421420978382
136,136,6.765664614038542,0.9165534109342843,5.783494508010335
137,137,6.710753603023477,0.8999328470090404,5.728539175004698
138,138,6.664643774041906,0.8984736070269719,5.681319472962059
139,139,6.641405168920755,0.8919984339736402,5.634793609962799
140,140,6.584960317006335,0.8894846150651574,5.61953185708262
141,141,6.528361876029521,0.8817766410065815,5.565290909027681
142,142,6.476044816896319,0.9805228098994121,5.5425758610945195
143,143,6.438415231066756,0.8617181339068338,5.497213841066696
144,144,6.389963658992201,0.8603714460041374,5.4721256219781935
Total,All,1218.4546243749792,167.01662450295407,1056.836602604948
