Step,Heads Pruned,Time_Static_Taylor_sec,Time_Static_AttAttr_sec
118,118,4.965001469001436,4.896895525998843
119,119,4.9141803509992315,4.883605476999946
120,120,4.906542214001092,4.86728789100016
121,121,4.859345165001287,4.847542790001171
122,122,4.840059674999793,4.934707208001782
123,123,4.932278453998151,4.837540954002179
124,124,4.802125934998912,4.813342869001644
125,125,4.799296755998512,4.785847062001267
126,126,4.753529456000251,4.783392542998627
127,127,4.741294522998942,4.768255335999129
128,128,4.733163208999031,4.7464571070013335
129,129,4.7004507329984335,4.697398317002808
130,130,4.695217650998529,4.673623782997311
131,131,4.67182400999809,4.650429994002479
132,132,4.656125677000091,4.707882968999911
133,133,4.736824712999805,4.610760400999425
134,134,4.598209444997337,4.6001474220029195
135,135,4.599918240000989,4.596440540000913
136,136,4.56394758299939,4.583149317000789
137,137,4.548608731998684,4.568721182000445
138,138,4.513717751000513,4.529851949002477
139,139,4.509574979001627,4.511120833001769
140,140,4.480200179001258,4.511976199999481
141,141,4.454697514996951,4.461679175001336
142,142,4.454858897999657,4.411807325002883
143,143,4.513527421000617,4.520514406001894
144,144,4.423173547998886,4.430729794999934
Total,All,830.4493215580005,828.5133517159993
